orderNumber,customerName,customerEmail,deliveryDate,totalAmount,currency,status,shippingAddress
SO-2024-1624,Trident Pharma,info@tridentpharma.com,2024-11-18,21479.82,USD,SHIPPED,"436 King St, Miami, FL 33101, USA"
SO-2024-1625,Sunrise Retail,ops@sunriseretail.com,2024-09-21,26082.97,USD,SHIPPED,"124 Industrial Way, Paris 75001, France"
SO-2024-1626,Sapphire Financial,supply@sapphirefinancial.com,2025-03-02,70429.22,USD,PENDING,"417 Central Ave, London EC1A 1BB, UK"
SO-2024-1627,Orbit Digital,orders@orbitdigital.com,2025-06-11,16517.97,USD,DELIVERED,"943 Park Ave, Chennai, Tamil Nadu 600001, India"
SO-2024-1628,SilverLine Transport,admin@silverlinetransport.com,2024-10-26,78309.36,USD,CONFIRMED,"363 Victoria Rd, Mumbai, Maharashtra 400001, India"
SO-2024-1629,Atlas Engineering,ops@atlasengineering.com,2024-12-03,21703.04,USD,DELIVERED,"913 Business Ave, Seattle, WA 98101, USA"
SO-2024-1630,Mosaic Designs,ops@mosaicdesigns.com,2024-12-23,93112.57,USD,CONFIRMED,"10 Maple Dr, New York, NY 10001, USA"
SO-2024-1631,Pinnacle Group,supply@pinnaclegroup.com,2025-06-21,74544.00,CAD,CONFIRMED,"229 Queen St, Toronto, ON M5A 1A1, Canada"
SO-2024-1632,Ivory Tower Publishing,orders@ivorytowerpublishing.com,2024-11-24,31095.73,USD,CONFIRMED,"543 Warehouse Rd, London EC1A 1BB, UK"
SO-2024-1633,Pinnacle Group,info@pinnaclegroup.com,2025-05-15,55516.61,USD,CONFIRMED,"729 Tech Park Rd, Berlin 10115, Germany"
SO-2024-1634,Orbit Digital,supply@orbitdigital.com,2024-11-15,53575.25,AUD,PENDING,"509 Market St, Berlin 10115, Germany"
SO-2024-1635,Harbor Marine,purchase@harbormarine.com,2024-03-24,4471.75,EUR,SHIPPED,"437 Market St, Munich 80331, Germany"
SO-2024-1636,Pacific Imports Co,info@pacificimportsco.com,2025-06-05,37739.05,USD,DELIVERED,"123 Tech Park Rd, Munich 80331, Germany"
SO-2024-1637,Maple Creek Farms,procurement@maplecreekfarms.com,2025-06-16,5088.43,EUR,DELIVERED,"721 Central Ave, Berlin 10115, Germany"
SO-2024-1638,Neptune Fisheries,supply@neptunefisheries.com,2024-05-19,85988.40,USD,SHIPPED,"373 Enterprise Ln, Austin, TX 73301, USA"
SO-2024-1639,NovaStar Tech,info@novastartech.com,2024-10-05,43253.71,USD,DELIVERED,"428 Station Rd, Boston, MA 02101, USA"
SO-2024-1640,Beacon Software,orders@beaconsoftware.com,,12685.71,USD,CANCELLED,"363 Central Ave, Houston, TX 77001, USA"
SO-2024-1641,Omega Chemicals,supply@omegachemicals.com,2024-12-28,97404.92,USD,CONFIRMED,"23 Enterprise Ln, Austin, TX 73301, USA"
SO-2024-1642,Infoway Solutions,orders@infowaysolutions.com,2024-11-26,35808.81,EUR,SHIPPED,"808 Innovation Dr, Houston, TX 77001, USA"
SO-2024-1643,WildTrail Outdoors,procurement@wildtrailoutdoors.com,,2242.02,GBP,CANCELLED,"956 Oak St, Delhi, Delhi 110001, India"
SO-2024-1644,Horizon Textiles,orders@horizontextiles.com,2024-03-30,33551.08,USD,DELIVERED,"69 Industrial Way, Chicago, IL 60601, USA"
SO-2024-1645,Keystone Construction,procurement@keystoneconstruction.com,2024-03-16,20660.89,EUR,CONFIRMED,"675 Industrial Way, Sydney, NSW 2000, Australia"
SO-2024-1646,CoreBridge Solutions,orders@corebridgesolutions.com,2025-05-23,50259.96,USD,SHIPPED,"884 Warehouse Rd, Houston, TX 77001, USA"
SO-2024-1647,Atlas Engineering,purchase@atlasengineering.com,2024-11-14,2365.57,USD,DELIVERED,"788 Commerce Blvd, London EC1A 1BB, UK"
SO-2024-1648,Horizon Textiles,sales@horizontextiles.com,2024-06-09,88937.20,USD,DELIVERED,"888 Industrial Way, Bangalore, Karnataka 560001, India"
SO-2024-1649,Trident Pharma,procurement@tridentpharma.com,2024-05-07,6401.08,GBP,PENDING,"954 King St, Bangalore, Karnataka 560001, India"
SO-2024-1650,PrimePath Consulting,supply@primepathconsulting.com,2025-03-26,11122.82,GBP,DELIVERED,"774 Victoria Rd, Boston, MA 02101, USA"
SO-2024-1651,Cascade Energy,orders@cascadeenergy.com,2024-10-26,36665.60,INR,DELIVERED,"599 Warehouse Rd, New York, NY 10001, USA"
SO-2024-1652,Frontier Agriculture,purchase@frontieragriculture.com,2024-09-05,24183.27,USD,SHIPPED,"537 Business Ave, Austin, TX 73301, USA"
SO-2024-1653,PrimePath Consulting,admin@primepathconsulting.com,2024-11-15,63224.99,USD,SHIPPED,"952 Tech Park Rd, Austin, TX 73301, USA"
SO-2024-1654,CloudNine Services,info@cloudnineservices.com,2025-06-04,25688.38,CAD,DELIVERED,"807 Station Rd, Singapore 048583, Singapore"
SO-2024-1655,SilverLine Transport,info@silverlinetransport.com,2024-07-27,83364.99,SGD,DELIVERED,"699 Business Ave, Toronto, ON M5A 1A1, Canada"
SO-2024-1656,Phoenix Recycling,purchase@phoenixrecycling.com,2025-05-11,35229.91,USD,DELIVERED,"422 Victoria Rd, Chicago, IL 60601, USA"
SO-2024-1657,Maple Creek Farms,procurement@maplecreekfarms.com,2024-10-10,35765.40,USD,DELIVERED,"949 Industrial Way, Munich 80331, Germany"
SO-2024-1658,Pinnacle Group,orders@pinnaclegroup.com,2024-08-28,31803.92,INR,CONFIRMED,"154 Industrial Way, Delhi, Delhi 110001, India"
SO-2024-1659,MegaTech Inc,sales@megatechinc.com,2025-01-25,47714.67,USD,DELIVERED,"596 Harbor Blvd, New York, NY 10001, USA"
SO-2024-1660,Dynamo Sports,orders@dynamosports.com,2025-05-21,22777.08,AUD,PENDING,"721 Innovation Dr, Hyderabad, Telangana 500001, India"
SO-2024-1661,Phoenix Recycling,procurement@phoenixrecycling.com,2025-03-14,68043.03,AUD,CONFIRMED,"875 Oak St, London EC1A 1BB, UK"
SO-2024-1662,Harbor Marine,sales@harbormarine.com,2024-11-09,81737.54,INR,SHIPPED,"468 Queen St, Miami, FL 33101, USA"
SO-2024-1663,NovaStar Tech,orders@novastartech.com,2025-02-18,36810.40,INR,CONFIRMED,"155 Main St, Paris 75001, France"
SO-2024-1664,MegaTech Inc,ops@megatechinc.com,,53389.83,EUR,CANCELLED,"461 Warehouse Rd, Dubai 00000, UAE"
SO-2024-1665,RedOak Industries,sales@redoakindustries.com,2025-03-25,78745.07,EUR,DELIVERED,"646 Oak St, Seattle, WA 98101, USA"
SO-2024-1666,Keystone Construction,supply@keystoneconstruction.com,2024-04-14,79522.98,EUR,CONFIRMED,"92 Business Ave, Chennai, Tamil Nadu 600001, India"
SO-2024-1667,Nordic Supplies AB,sales@nordicsuppliesab.com,2025-05-17,52307.64,INR,CONFIRMED,"617 High St, Toronto, ON M5A 1A1, Canada"
SO-2024-1668,Pacific Imports Co,admin@pacificimportsco.com,2024-09-25,3680.90,USD,PENDING,"239 Market St, Boston, MA 02101, USA"
SO-2024-1669,WildTrail Outdoors,ops@wildtrailoutdoors.com,2024-08-26,74114.48,INR,SHIPPED,"117 Park Ave, Sydney, NSW 2000, Australia"
SO-2024-1670,Maple Creek Farms,sales@maplecreekfarms.com,2025-01-23,49869.70,USD,SHIPPED,"455 Industrial Way, Boston, MA 02101, USA"
SO-2024-1671,Pacific Imports Co,info@pacificimportsco.com,2024-08-26,33605.67,GBP,DELIVERED,"767 Innovation Dr, Denver, CO 80201, USA"
SO-2024-1672,Phoenix Recycling,info@phoenixrecycling.com,2024-08-24,76539.62,CAD,SHIPPED,"883 King St, Delhi, Delhi 110001, India"
SO-2024-1673,Acme Corporation,ops@acmecorporation.com,2024-11-10,16542.72,EUR,CONFIRMED,"334 Industrial Way, Houston, TX 77001, USA"
SO-2024-1674,Acme Corporation,sales@acmecorporation.com,2024-09-16,17400.14,INR,CONFIRMED,"718 King St, Bangalore, Karnataka 560001, India"
SO-2024-1675,Acme Corporation,orders@acmecorporation.com,2025-02-21,93688.89,USD,CONFIRMED,"357 Central Ave, Toronto, ON M5A 1A1, Canada"
SO-2024-1676,TechStart India,ops@techstartindia.com,2025-05-30,20603.10,JPY,CONFIRMED,"937 High St, London EC1A 1BB, UK"
SO-2024-1677,Quantum Retail,procurement@quantumretail.com,2025-03-17,38501.98,JPY,PENDING,"626 Industrial Way, Toronto, ON M5A 1A1, Canada"
SO-2024-1678,Pinnacle Group,admin@pinnaclegroup.com,2024-05-21,37730.73,SGD,CONFIRMED,"276 Commerce Blvd, London EC1A 1BB, UK"
SO-2024-1679,Acme Corporation,info@acmecorporation.com,2025-03-04,63662.54,EUR,SHIPPED,"700 King St, Mumbai, Maharashtra 400001, India"
SO-2024-1680,Zenith Electronics,purchase@zenithelectronics.com,2025-04-16,70056.56,USD,PENDING,"488 Victoria Rd, Chennai, Tamil Nadu 600001, India"
SO-2024-1681,NovaStar Tech,info@novastartech.com,2024-04-21,29685.22,INR,CONFIRMED,"844 River Rd, New York, NY 10001, USA"
SO-2024-1682,Vanguard Motors,purchase@vanguardmotors.com,2025-06-01,38976.16,EUR,SHIPPED,"955 Industrial Way, Chennai, Tamil Nadu 600001, India"
SO-2024-1683,Cascade Energy,procurement@cascadeenergy.com,2025-04-17,32832.70,GBP,CONFIRMED,"69 Park Ave, Los Angeles, CA 90001, USA"
SO-2024-1684,Keystone Construction,purchase@keystoneconstruction.com,2024-04-21,97563.05,SGD,DELIVERED,"532 Central Ave, Dubai 00000, UAE"
SO-2024-1685,WildTrail Outdoors,supply@wildtrailoutdoors.com,2024-11-21,73538.47,USD,DELIVERED,"570 High St, Chicago, IL 60601, USA"
SO-2024-1686,Vanguard Motors,orders@vanguardmotors.com,2025-01-09,56233.07,SGD,PENDING,"649 Industrial Way, Houston, TX 77001, USA"
SO-2024-1687,Ironclad Security,supply@ironcladsecurity.com,2025-01-28,75848.66,USD,PENDING,"431 River Rd, Austin, TX 73301, USA"
SO-2024-1688,Beacon Software,admin@beaconsoftware.com,2024-02-01,80942.52,USD,CONFIRMED,"172 High St, Paris 75001, France"
SO-2024-1689,Vanguard Motors,purchase@vanguardmotors.com,2024-05-27,54229.86,CAD,CONFIRMED,"538 Commerce Blvd, Paris 75001, France"
SO-2024-1690,JetStream Aviation,procurement@jetstreamaviation.com,2025-02-04,88245.07,JPY,SHIPPED,"777 Enterprise Ln, Berlin 10115, Germany"
SO-2024-1691,Trident Pharma,purchase@tridentpharma.com,,57139.56,USD,CANCELLED,"642 Business Ave, Los Angeles, CA 90001, USA"
SO-2024-1692,Cascade Energy,orders@cascadeenergy.com,,80049.87,USD,CANCELLED,"862 Enterprise Ln, Manchester M1 1AA, UK"
SO-2024-1693,Ivory Tower Publishing,orders@ivorytowerpublishing.com,2024-02-12,8192.26,USD,DELIVERED,"690 Queen St, Tokyo 100-0001, Japan"
SO-2024-1694,GreenLeaf Organics,procurement@greenleaforganics.com,2024-02-26,80882.17,USD,SHIPPED,"884 Main St, Houston, TX 77001, USA"
SO-2024-1695,Summit Healthcare,admin@summithealthcare.com,2025-01-08,18909.86,USD,PENDING,"676 Park Ave, Dubai 00000, UAE"
SO-2024-1696,Atlas Engineering,admin@atlasengineering.com,2024-09-22,16395.84,CAD,PENDING,"228 King St, Munich 80331, Germany"
SO-2024-1697,Mosaic Designs,orders@mosaicdesigns.com,,35457.42,EUR,CANCELLED,"375 Maple Dr, Singapore 048583, Singapore"
SO-2024-1698,BlueWave Logistics,purchase@bluewavelogistics.com,2024-04-04,85068.51,USD,DELIVERED,"612 Commerce Blvd, New York, NY 10001, USA"
SO-2024-1699,Zenith Electronics,orders@zenithelectronics.com,2025-01-04,34560.88,USD,CONFIRMED,"193 Warehouse Rd, Berlin 10115, Germany"
SO-2024-1700,Infoway Solutions,info@infowaysolutions.com,,15344.14,USD,CANCELLED,"361 Station Rd, Paris 75001, France"
SO-2024-1701,GreenLeaf Organics,orders@greenleaforganics.com,2024-12-07,31620.95,INR,SHIPPED,"465 King St, Hyderabad, Telangana 500001, India"
SO-2024-1702,CloudNine Services,purchase@cloudnineservices.com,2024-10-26,45007.43,USD,DELIVERED,"460 Industrial Way, Mumbai, Maharashtra 400001, India"
SO-2024-1703,GreenLeaf Organics,orders@greenleaforganics.com,2024-04-06,39138.60,INR,DELIVERED,"945 Warehouse Rd, Bangalore, Karnataka 560001, India"
SO-2024-1704,Falcon Aerospace,orders@falconaerospace.com,2025-04-01,49654.13,EUR,CONFIRMED,"160 River Rd, Mumbai, Maharashtra 400001, India"
SO-2024-1705,Orbit Digital,orders@orbitdigital.com,2024-08-06,43845.58,JPY,SHIPPED,"309 Business Ave, Mumbai, Maharashtra 400001, India"
SO-2024-1706,Summit Healthcare,supply@summithealthcare.com,2024-08-07,75270.30,USD,SHIPPED,"762 High St, Denver, CO 80201, USA"
SO-2024-1707,GreenLeaf Organics,supply@greenleaforganics.com,2024-02-04,55259.75,USD,SHIPPED,"197 Victoria Rd, Seattle, WA 98101, USA"
SO-2024-1708,ClearView Optics,ops@clearviewoptics.com,2025-06-13,34230.65,USD,SHIPPED,"186 Harbor Blvd, Bangalore, Karnataka 560001, India"
SO-2024-1709,Omega Chemicals,admin@omegachemicals.com,2024-08-07,4163.62,USD,SHIPPED,"660 Park Ave, Chennai, Tamil Nadu 600001, India"
SO-2024-1710,Pacific Imports Co,supply@pacificimportsco.com,2024-05-01,52134.98,USD,SHIPPED,"814 Harbor Blvd, Seattle, WA 98101, USA"
SO-2024-1711,Falcon Aerospace,sales@falconaerospace.com,2025-06-06,78875.52,EUR,DELIVERED,"798 Industrial Way, Miami, FL 33101, USA"
SO-2024-1712,Apex Innovations,orders@apexinnovations.com,2024-12-19,78294.09,AUD,DELIVERED,"188 Victoria Rd, Denver, CO 80201, USA"
SO-2024-1713,Frontier Agriculture,procurement@frontieragriculture.com,2025-03-15,1518.61,USD,PENDING,"744 King St, London EC1A 1BB, UK"
SO-2024-1714,GreenLeaf Organics,purchase@greenleaforganics.com,2024-06-22,84268.14,USD,DELIVERED,"601 Commerce Blvd, New York, NY 10001, USA"
SO-2024-1715,GreenLeaf Organics,admin@greenleaforganics.com,2024-11-18,78996.48,GBP,SHIPPED,"199 Harbor Blvd, Hyderabad, Telangana 500001, India"
SO-2024-1716,Evergreen Foods,procurement@evergreenfoods.com,2024-04-30,69809.50,CAD,PENDING,"120 High St, Hyderabad, Telangana 500001, India"
SO-2024-1717,Quantum Retail,sales@quantumretail.com,,38992.48,INR,CANCELLED,"615 Station Rd, Berlin 10115, Germany"
SO-2024-1718,Maple Creek Farms,supply@maplecreekfarms.com,2024-06-02,22986.99,INR,CONFIRMED,"762 Warehouse Rd, Mumbai, Maharashtra 400001, India"
SO-2024-1719,Pinnacle Group,admin@pinnaclegroup.com,2024-02-23,97290.05,GBP,CONFIRMED,"871 Maple Dr, London EC1A 1BB, UK"
SO-2024-1720,Infoway Solutions,purchase@infowaysolutions.com,2024-07-14,12471.26,USD,PENDING,"542 Enterprise Ln, Denver, CO 80201, USA"
SO-2024-1721,BlueWave Logistics,admin@bluewavelogistics.com,2024-01-20,90087.12,USD,CONFIRMED,"857 Tech Park Rd, Miami, FL 33101, USA"
SO-2024-1722,Harbor Marine,orders@harbormarine.com,,1253.84,INR,CANCELLED,"113 Queen St, Delhi, Delhi 110001, India"
SO-2024-1723,Infoway Solutions,procurement@infowaysolutions.com,2024-06-22,78518.82,USD,DELIVERED,"622 Queen St, Houston, TX 77001, USA"
SO-2024-1724,Omega Chemicals,supply@omegachemicals.com,2024-11-04,10945.23,USD,PENDING,"488 Innovation Dr, Paris 75001, France"
SO-2024-1725,Pinnacle Group,supply@pinnaclegroup.com,2025-01-25,84428.07,INR,DELIVERED,"316 Innovation Dr, Berlin 10115, Germany"
SO-2024-1726,Pinnacle Group,procurement@pinnaclegroup.com,2024-11-04,33715.55,USD,DELIVERED,"40 Victoria Rd, Toronto, ON M5A 1A1, Canada"
SO-2024-1727,Vertex Analytics,supply@vertexanalytics.com,,20239.42,EUR,CANCELLED,"327 Industrial Way, Austin, TX 73301, USA"
SO-2024-1728,Orbit Digital,orders@orbitdigital.com,2024-09-02,63517.68,USD,PENDING,"966 Victoria Rd, Bangalore, Karnataka 560001, India"
SO-2024-1729,Eclipse Media,purchase@eclipsemedia.com,2024-05-16,40014.17,INR,SHIPPED,"411 Central Ave, New York, NY 10001, USA"
SO-2024-1730,Beacon Software,procurement@beaconsoftware.com,,64335.14,SGD,CANCELLED,"787 Victoria Rd, Delhi, Delhi 110001, India"
SO-2024-1731,Horizon Textiles,admin@horizontextiles.com,2024-07-25,54654.54,USD,SHIPPED,"438 Park Ave, Austin, TX 73301, USA"
SO-2024-1732,Falcon Aerospace,supply@falconaerospace.com,2024-04-17,23673.88,INR,CONFIRMED,"235 River Rd, Sydney, NSW 2000, Australia"
SO-2024-1733,JetStream Aviation,info@jetstreamaviation.com,,45845.81,AUD,CANCELLED,"743 Harbor Blvd, New York, NY 10001, USA"
SO-2024-1734,Horizon Textiles,supply@horizontextiles.com,2025-04-14,52912.79,USD,CONFIRMED,"241 Victoria Rd, Bangalore, Karnataka 560001, India"
SO-2024-1735,Trident Pharma,sales@tridentpharma.com,,4739.59,USD,CANCELLED,"621 Tech Park Rd, Seattle, WA 98101, USA"
SO-2024-1736,Pacific Imports Co,admin@pacificimportsco.com,2025-06-15,9431.42,GBP,CONFIRMED,"99 Commerce Blvd, Manchester M1 1AA, UK"
SO-2024-1737,TechStart India,admin@techstartindia.com,2025-01-19,70118.25,USD,DELIVERED,"418 Market St, Boston, MA 02101, USA"
SO-2024-1738,Pacific Imports Co,admin@pacificimportsco.com,2024-07-09,50941.48,USD,DELIVERED,"770 Queen St, Delhi, Delhi 110001, India"
SO-2024-1739,Sunrise Retail,orders@sunriseretail.com,2024-08-21,59128.25,USD,DELIVERED,"358 Oak St, San Francisco, CA 94105, USA"
SO-2024-1740,Apex Innovations,ops@apexinnovations.com,2024-12-04,23768.90,INR,SHIPPED,"260 Main St, Miami, FL 33101, USA"
SO-2024-1741,Sapphire Financial,purchase@sapphirefinancial.com,2025-04-23,4542.81,EUR,SHIPPED,"935 Industrial Way, Denver, CO 80201, USA"
SO-2024-1742,Keystone Construction,admin@keystoneconstruction.com,2025-03-25,4087.11,EUR,CONFIRMED,"134 Maple Dr, Toronto, ON M5A 1A1, Canada"
SO-2024-1743,Orbit Digital,admin@orbitdigital.com,2024-02-20,27550.03,USD,PENDING,"624 Innovation Dr, Mumbai, Maharashtra 400001, India"
SO-2024-1744,Evergreen Foods,sales@evergreenfoods.com,2024-11-30,5421.25,EUR,DELIVERED,"331 River Rd, Houston, TX 77001, USA"
SO-2024-1745,Eclipse Media,sales@eclipsemedia.com,2024-08-29,30735.62,EUR,SHIPPED,"644 King St, Seattle, WA 98101, USA"
SO-2024-1746,Keystone Construction,info@keystoneconstruction.com,2024-10-29,85732.18,EUR,PENDING,"503 Innovation Dr, Paris 75001, France"
SO-2024-1747,Global Traders Ltd,orders@globaltradersltd.com,2024-11-16,13498.84,EUR,SHIPPED,"852 Innovation Dr, Austin, TX 73301, USA"
SO-2024-1748,WildTrail Outdoors,procurement@wildtrailoutdoors.com,2024-06-03,63307.88,INR,DELIVERED,"734 Warehouse Rd, Dubai 00000, UAE"
SO-2024-1749,Mosaic Designs,orders@mosaicdesigns.com,2024-05-22,64972.76,GBP,DELIVERED,"824 Victoria Rd, Chicago, IL 60601, USA"
SO-2024-1750,Keystone Construction,orders@keystoneconstruction.com,2025-03-03,61777.50,INR,DELIVERED,"846 Park Ave, Austin, TX 73301, USA"
SO-2024-1751,Omega Chemicals,purchase@omegachemicals.com,2025-02-24,32560.30,USD,SHIPPED,"666 Queen St, Boston, MA 02101, USA"
SO-2024-1752,Global Traders Ltd,supply@globaltradersltd.com,2024-11-07,31373.01,AUD,DELIVERED,"975 Victoria Rd, New York, NY 10001, USA"
SO-2024-1753,Dynamo Sports,orders@dynamosports.com,2024-10-31,39767.16,USD,CONFIRMED,"431 Station Rd, Los Angeles, CA 90001, USA"
SO-2024-1754,Evergreen Foods,procurement@evergreenfoods.com,2024-05-29,87753.13,EUR,DELIVERED,"411 Commerce Blvd, Austin, TX 73301, USA"
SO-2024-1755,BrightPath Labs,ops@brightpathlabs.com,2024-08-05,74894.32,CAD,DELIVERED,"966 Park Ave, Hyderabad, Telangana 500001, India"
SO-2024-1756,Acme Corporation,purchase@acmecorporation.com,2024-05-16,87766.08,SGD,SHIPPED,"143 Maple Dr, Hyderabad, Telangana 500001, India"
SO-2024-1757,Lumen Lighting,info@lumenlighting.com,2024-09-30,44167.79,USD,DELIVERED,"23 Industrial Way, Chennai, Tamil Nadu 600001, India"
SO-2024-1758,Pinnacle Group,admin@pinnaclegroup.com,2025-06-04,83688.13,USD,PENDING,"502 Warehouse Rd, Boston, MA 02101, USA"
SO-2024-1759,Keystone Construction,orders@keystoneconstruction.com,2025-03-18,12287.10,USD,DELIVERED,"851 Tech Park Rd, Toronto, ON M5A 1A1, Canada"
SO-2024-1760,Evergreen Foods,supply@evergreenfoods.com,2024-09-22,81516.76,GBP,DELIVERED,"470 High St, Los Angeles, CA 90001, USA"
SO-2024-1761,Delta Systems,orders@deltasystems.com,2025-02-05,93794.04,INR,DELIVERED,"622 Park Ave, Chennai, Tamil Nadu 600001, India"
SO-2024-1762,Lumen Lighting,ops@lumenlighting.com,2025-03-20,54372.65,EUR,CONFIRMED,"594 Market St, San Francisco, CA 94105, USA"
SO-2024-1763,Evergreen Foods,info@evergreenfoods.com,2024-09-28,80564.45,USD,SHIPPED,"128 Enterprise Ln, Toronto, ON M5A 1A1, Canada"
SO-2024-1764,Harbor Marine,procurement@harbormarine.com,2024-01-21,89608.39,CAD,SHIPPED,"220 Queen St, Los Angeles, CA 90001, USA"
SO-2024-1765,Horizon Textiles,info@horizontextiles.com,2024-05-23,6266.47,USD,DELIVERED,"524 High St, Houston, TX 77001, USA"
SO-2024-1766,Sapphire Financial,procurement@sapphirefinancial.com,2024-10-25,95692.63,USD,SHIPPED,"411 Main St, Mumbai, Maharashtra 400001, India"
SO-2024-1767,Eclipse Media,info@eclipsemedia.com,2024-06-30,11820.64,USD,DELIVERED,"513 Station Rd, Austin, TX 73301, USA"
SO-2024-1768,Neptune Fisheries,ops@neptunefisheries.com,,57745.24,USD,CANCELLED,"427 Tech Park Rd, Miami, FL 33101, USA"
SO-2024-1769,Vanguard Motors,supply@vanguardmotors.com,2024-12-08,3706.24,EUR,SHIPPED,"569 Industrial Way, Bangalore, Karnataka 560001, India"
SO-2024-1770,ClearView Optics,info@clearviewoptics.com,2025-04-30,63993.04,AUD,DELIVERED,"569 Station Rd, Houston, TX 77001, USA"
SO-2024-1771,NovaStar Tech,ops@novastartech.com,2024-06-10,45869.35,INR,CONFIRMED,"254 King St, Chicago, IL 60601, USA"
SO-2024-1772,Cascade Energy,orders@cascadeenergy.com,2024-07-03,66907.84,GBP,DELIVERED,"604 King St, Austin, TX 73301, USA"
SO-2024-1773,GreenLeaf Organics,ops@greenleaforganics.com,2024-06-21,54675.96,EUR,DELIVERED,"406 Industrial Way, Los Angeles, CA 90001, USA"
SO-2024-1774,PrimePath Consulting,admin@primepathconsulting.com,,63836.62,GBP,CANCELLED,"550 Queen St, Tokyo 100-0001, Japan"
SO-2024-1775,Sapphire Financial,sales@sapphirefinancial.com,2025-04-20,58803.95,EUR,CONFIRMED,"149 River Rd, Bangalore, Karnataka 560001, India"
SO-2024-1776,SilverLine Transport,supply@silverlinetransport.com,2024-10-14,99283.20,USD,DELIVERED,"641 Harbor Blvd, Seattle, WA 98101, USA"
SO-2024-1777,Eclipse Media,info@eclipsemedia.com,2024-12-12,61958.34,USD,DELIVERED,"671 Park Ave, Seattle, WA 98101, USA"
SO-2024-1778,Sunrise Retail,procurement@sunriseretail.com,2025-06-04,1622.10,AUD,CONFIRMED,"320 Warehouse Rd, Hyderabad, Telangana 500001, India"
SO-2024-1779,CloudNine Services,orders@cloudnineservices.com,,98343.34,EUR,CANCELLED,"378 Station Rd, San Francisco, CA 94105, USA"
SO-2024-1780,Summit Healthcare,procurement@summithealthcare.com,2024-07-01,47401.50,USD,DELIVERED,"704 Oak St, Chicago, IL 60601, USA"
SO-2024-1781,Summit Healthcare,admin@summithealthcare.com,2024-06-25,17483.13,USD,CONFIRMED,"571 Innovation Dr, New York, NY 10001, USA"
SO-2024-1782,Pinnacle Group,ops@pinnaclegroup.com,2024-04-27,29267.90,USD,PENDING,"871 Innovation Dr, Tokyo 100-0001, Japan"
SO-2024-1783,TechStart India,purchase@techstartindia.com,2024-06-28,46660.28,USD,DELIVERED,"974 Main St, Berlin 10115, Germany"
SO-2024-1784,PrimePath Consulting,ops@primepathconsulting.com,2024-06-21,38150.36,EUR,DELIVERED,"594 Enterprise Ln, Manchester M1 1AA, UK"
SO-2024-1785,Atlas Engineering,purchase@atlasengineering.com,2024-03-18,50224.56,USD,DELIVERED,"474 Warehouse Rd, Chennai, Tamil Nadu 600001, India"
SO-2024-1786,WildTrail Outdoors,orders@wildtrailoutdoors.com,2025-03-08,68607.05,INR,CONFIRMED,"825 Market St, Singapore 048583, Singapore"
SO-2024-1787,MegaTech Inc,admin@megatechinc.com,2024-10-27,80893.58,USD,DELIVERED,"961 Central Ave, San Francisco, CA 94105, USA"
SO-2024-1788,Eclipse Media,procurement@eclipsemedia.com,,32923.25,INR,CANCELLED,"245 Enterprise Ln, Boston, MA 02101, USA"
SO-2024-1789,NovaStar Tech,purchase@novastartech.com,2025-02-03,18573.83,JPY,CONFIRMED,"753 Station Rd, Tokyo 100-0001, Japan"
SO-2024-1790,NovaStar Tech,sales@novastartech.com,2024-03-05,48363.91,USD,DELIVERED,"362 Central Ave, Houston, TX 77001, USA"
SO-2024-1791,NovaStar Tech,sales@novastartech.com,2024-10-10,40393.66,USD,CONFIRMED,"591 Commerce Blvd, Singapore 048583, Singapore"
SO-2024-1792,Cascade Energy,supply@cascadeenergy.com,2024-11-30,4674.33,JPY,DELIVERED,"750 High St, Mumbai, Maharashtra 400001, India"
SO-2024-1793,Beacon Software,procurement@beaconsoftware.com,,87497.04,GBP,CANCELLED,"110 Park Ave, Boston, MA 02101, USA"
SO-2024-1794,Nordic Supplies AB,ops@nordicsuppliesab.com,2024-08-08,33611.69,CAD,CONFIRMED,"955 Commerce Blvd, Miami, FL 33101, USA"
SO-2024-1795,Lumen Lighting,supply@lumenlighting.com,2024-04-02,964.57,USD,DELIVERED,"241 Industrial Way, Chicago, IL 60601, USA"
SO-2024-1796,CloudNine Services,info@cloudnineservices.com,2025-06-06,6054.79,JPY,DELIVERED,"506 Oak St, Sydney, NSW 2000, Australia"
SO-2024-1797,RedOak Industries,info@redoakindustries.com,2024-02-02,46006.75,USD,CONFIRMED,"259 Industrial Way, Sydney, NSW 2000, Australia"
SO-2024-1798,Atlas Engineering,procurement@atlasengineering.com,2024-10-26,31820.75,EUR,DELIVERED,"676 Maple Dr, Paris 75001, France"
SO-2024-1799,Acme Corporation,sales@acmecorporation.com,2024-05-31,10627.58,USD,CONFIRMED,"789 Market St, Mumbai, Maharashtra 400001, India"
SO-2024-1800,Eclipse Media,procurement@eclipsemedia.com,2024-12-28,72253.86,USD,CONFIRMED,"107 Business Ave, Houston, TX 77001, USA"
SO-2024-1801,Falcon Aerospace,sales@falconaerospace.com,2024-11-21,68484.15,INR,SHIPPED,"360 King St, Tokyo 100-0001, Japan"
SO-2024-1802,ClearView Optics,info@clearviewoptics.com,2024-09-04,29771.03,USD,CONFIRMED,"590 Industrial Way, Tokyo 100-0001, Japan"
SO-2024-1803,PrimePath Consulting,supply@primepathconsulting.com,,34245.91,EUR,CANCELLED,"902 Business Ave, Berlin 10115, Germany"
